cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
37717,79.7,4,37717,79.7,4
37718,,,37718,,
37719,,,37719,,
37720,93.65,9,37720,93.65,9
37721,93.65,3,37721,93.65,3
37722,,,37722,,
37723,,,37723,,
37724,,,37724,,
37725,,,37725,,
37726,93.65,9,37726,93.65,9
37727,,,37727,,
37728,,,37728,,
37729,,,37729,,
37730,,,37730,,
37731,84.85,19,37731,84.85,19
37732,84.85,4,37732,84.85,4
37733,84.85|93.14|93.65|93.89|95.64|98.75|100.13,44|3|1|4|9|19|3,37733,84.85|93.14|93.65|93.89|95.64|98.75|100.13,44|3|1|4|9|19|3
37734,,,37734,,
37735,91.37,4,37735,,
37736,,,37736,,
37737,,,37737,,
37738,91.25|100.13,7|2,37738,91.25|91.37,7|2
37739,,,37739,91.37,2
37740,,,37740,,
37741,,,37741,,
37742,,,37742,,
37743,100.13|100.31,4|3,37743,100.13|100.63,6|1
37744,100.31|100.42,3|16,37744,100.64|100.76,9|10
37745,,,37745,,
37746,,,37746,,
37747,85.84,1,37747,85.84,1
37748,85.84,8,37748,85.84,8
37749,97.46,3,37749,97.46,3
37750,97.46|100.42|100.46,46|16|23,37750,97.46|100.76|100.78,46|4|35
37751,,,37751,,
37752,,,37752,,
37753,,,37753,,
37754,,,37754,,
37755,,,37755,,
37756,,,37756,,
37757,89.08,16,37757,89.08,16
37758,,,37758,,
37759,,,37759,89.08,5
37760,89.08,5,37760,96.56|100.78|100.79,17|7|2
37761,96.56|100.46,17|9,37761,,
37762,,,37762,,
37763,94.22|100.46|100.56|100.63|100.64|100.76,1|3|2|2|9|8,37763,94.22|100.79|100.91|101|101.03,1|8|8|6|2
37764,,,37764,,
37765,,,37765,,
37766,100.76,1,37766,101.03,1
37767,,,37767,,
37768,,,37768,,
37769,,,37769,,
37770,,,37770,,
37771,82.11,1,37771,82.11,1
37772,82.11,3,37772,82.11,3
37773,82.11,1,37773,82.11,1
37774,82.11,56,37774,82.11,56
37775,82.11,9,37775,82.11,9
37776,82.11|100.76,1|2,37776,82.11|101.03,1|2
37777,100.76,3,37777,101.03,3
37778,100.78,9,37778,101.03,9
37779,,,37779,,
37780,,,37780,,
37781,,,37781,,
37782,88.13|93.97,1|1,37782,88.13|93.97,1|1
37783,93.97|100.78|100.79|100.91|101|101.03,3|33|10|8|6|27,37783,93.97|101.03|101.05|101.08,3|30|34|20
37784,,,37784,,
37785,,,37785,,
37786,82.01|101.03|101.05|101.08,4|20|34|38,37786,82.01|101.08|101.08|101.23|101.34|101.39|101.55|101.59|101.6|101.64|101.69,4|18|5|1|3|21|7|12|6|9|10
37787,,,37787,,
37788,,,37788,,
37789,86.7,1,37789,86.7,1
37790,86.7|101.08|101.23|101.34|101.39|101.55|101.59|101.6|101.64|101.69,14|5|1|3|21|7|12|6|9|22,37790,86.7|101.69|101.84|102.01|102.02|102.1|102.1,14|22|8|10|10|2|34
37791,,,37791,,
37792,,,37792,102.1,2
37793,101.69,2,37793,,
37794,,,37794,,
37795,95.75,7,37795,95.75,7
37796,95.75,2,37796,95.75,2
37797,,,37797,,
37798,,,37798,,
37799,,,37799,,
37800,,,37800,,
37801,,,37801,,
37802,,,37802,,
37803,,,37803,,
37804,73.75,51,37804,73.75,51
37805,,,37805,,
37806,,,37806,,
37807,73.75,4,37807,73.75,4
37808,,,37808,,
37809,73.75,6,37809,73.75,6
37810,73.75,2,37810,73.75,2
37811,73.75|79.04,32|1,37811,73.75|79.04,32|1
37812,83.06|87.1|94.69|95.75,6|3|34|6,37812,83.06|87.1|94.69|95.75,6|3|34|6
37813,,,37813,,
37814,,,37814,,
37815,95.75|100.1|101.69|101.84|102.01|102.02|102.1|102.1,48|2|8|8|10|10|2|9,37815,95.75|100.1|102.1|102.25,48|2|28|19
37816,,,37816,,
37817,102.1,2,37817,102.25,2
37818,,,37818,,
37819,102.1,6,37819,102.25,6
37820,,,37820,,
37821,,,37821,,
37822,,,37822,,
37823,,,37823,,
37824,,,37824,,
37825,,,37825,,
37826,,,37826,,
37827,98.76,3,37827,98.76,3
37828,,,37828,,
37829,86.42,23,37829,86.42,23
37830,86.42,2,37830,86.42,2
37831,,,37831,,
37832,,,37832,,
37833,86.42,10,37833,86.42,10
37834,86.42,39,37834,86.42,39
37835,,,37835,,
37836,,,37836,,
37837,,,37837,,
37838,,,37838,,
37839,,,37839,,
37840,,,37840,,
37841,,,37841,,
37842,85.72|94.02,2|3,37842,85.72|94.02,2|3
37843,94.02|94.37|96.34|98.76|101.05,2|10|5|28|37,37843,94.02|94.37|96.34|98.76|101.05,2|10|5|28|37
37844,,,37844,,
37845,,,37845,,
37846,,,37846,,
37847,,,37847,,
37848,,,37848,,
37849,,,37849,,
37850,93.99|101.05,7|1,37850,93.99|101.05,7|1
37851,101.05|101.47,48|28,37851,101.05|101.47,48|28
37852,,,37852,,
37853,,,37853,,
37854,,,37854,,
37855,92.29,7,37855,,
37856,,,37856,,
37857,,,37857,,
37858,,,37858,92.29,7
37859,,,37859,,
37860,,,37860,92.29|98.8,2|2
37861,92.29|98.8,2|2,37861,,
37862,,,37862,,
37863,,,37863,,
37864,77.53,9,37864,77.53,9
37865,77.53,1,37865,77.53,1
37866,77.53|98.8,13|16,37866,77.53|98.8,13|16
37867,,,37867,,
37868,,,37868,,
37869,98.8|99.92|100.81,33|6|57,37869,98.8|99.92|100.81,33|6|57
37870,100.81|101.47|102.1,10|28|41,37870,100.81|101.47|102.25,10|28|41
37871,,,37871,,
37872,84.99,42,37872,84.99,42
37873,,,37873,,
37874,102.1|102.25,6|1,37874,102.25,7
37875,102.25,47,37875,102.25|102.27,23|24
37876,102.25,10,37876,102.27,10
37877,,,37877,,
37878,,,37878,,
37879,,,37879,,
37880,101,9,37880,101,9
37881,,,37881,,
37882,,,37882,,
37883,97.84,7,37883,97.84,7
37884,,,37884,97.84,3
37885,97.84,3,37885,,
37886,,,37886,,
37887,102.25|102.27,40|45,37887,102.27|102.31,26|59
37888,,,37888,,
37889,,,37889,,
37890,,,37890,,
37891,101.51|102.27,4|5,37891,,
37892,,,37892,101.51|102.31,4|5
37893,,,37893,,
37894,,,37894,,
37895,94.57,8,37895,94.57,8
37896,,,37896,,
37897,,,37897,,
37898,,,37898,,
37899,,,37899,,
37900,,,37900,,
37901,,,37901,,
37902,,,37902,,
37903,,,37903,,
37904,94.57,3,37904,94.57,3
37905,94.57,17,37905,94.57,17
37906,,,37906,,
37907,75.79,2,37907,75.79,2
37908,75.79,5,37908,75.79,5
37909,75.79,70,37909,75.79,70
37910,,,37910,,
37911,,,37911,,
37912,75.79,10,37912,75.79,10
37913,75.79|91.75|94.57,7|4|32,37913,75.79|91.75|94.57,7|4|32
37914,,,37914,,
37915,94.57,3,37915,94.57,3
37916,94.57,4,37916,94.57,4
37917,,,37917,,
37918,82.83|94.57,25|18,37918,82.83|94.57,25|18
37919,,,37919,,
37920,,,37920,,
37921,,,37921,,
37922,,,37922,,
37923,,,37923,,
37924,99.43,51,37924,99.43,51
37925,,,37925,,
37926,99.43,6,37926,99.43,6
37927,,,37927,,
37928,99.43,3,37928,99.43,3
37929,,,37929,,
37930,99.43,6,37930,99.43,6
37931,,,37931,,
37932,,,37932,,
37933,,,37933,,
37934,96.1|99.43,7|3,37934,96.1|99.43,7|3
37935,99.43|101.11|101.29,31|1|13,37935,99.43|101.11|101.29,31|1|13
37936,,,37936,,
37937,,,37937,,
37938,,,37938,,
37939,,,37939,,
37940,87.1|88.23,3|37,37940,87.1|88.23,3|37
37941,88.23,1,37941,88.23,1
37942,88.23,1,37942,88.23,1
37943,88.23,10,37943,88.23,10
37944,88.23|91.44|101.29,4|91|4,37944,88.23|91.44|101.29,4|91|4
37945,101.29,21,37945,101.29,21
37946,,,37946,,
37947,,,37947,,
37948,100.98,3,37948,100.98,3
37949,100.98|101.29,3|5,37949,100.98|101.29,3|5
37950,101.29,22,37950,101.29,22
37951,,,37951,,
37952,,,37952,101.29|102.31|102.45|102.47|102.54|102.67|102.82,12|18|45|3|2|3|1
37953,101.29|102.27|102.31,12|10|62,37953,,
37954,,,37954,,
37955,,,37955,,
37956,,,37956,91.79|102.82|102.95|103.04|103.16|103.16|103.17|103.18,17|3|33|4|6|7|12|16
37957,91.64|91.79|102.31|102.45|102.47|102.54|102.67,8|17|20|45|3|2|3,37957,,
37958,,,37958,,
37959,,,37959,91.64,8
37960,,,37960,,
37961,,,37961,,
37962,,,37962,,
37963,,,37963,,
37964,97.6,1,37964,97.6,1
37965,97.6,1,37965,97.6,1
37966,,,37966,,
37967,95.63|97.6,3|1,37967,95.63|97.6,3|1
37968,,,37968,,
37969,,,37969,,
37970,97.6,7,37970,97.6,7
37971,,,37971,,
37972,89.41,9,37972,89.41,9
37973,97.6,8,37973,97.6,8
37974,,,37974,,
37975,,,37975,,
37976,90.18,2,37976,90.18,2
37977,90.18,1,37977,90.18,1
37978,90.18,9,37978,90.18,9
37979,90.18,10,37979,90.18,10
37980,,,37980,,
37981,90.18,9,37981,90.18,9
37982,,,37982,,
37983,,,37983,,
37984,90.18,22,37984,,
37985,,,37985,90.18,22
37986,90.18|96.14|97.6,42|29|3,37986,90.18,42
37987,,,37987,96.14|97.6,29|45
37988,,,37988,,
37989,,,37989,,
37990,,,37990,,
37991,91.6|97.6,74|17,37991,91.6|97.6|97.97|98.79,74|7|1|9
37992,97.6,5,37992,98.79|101.75,1|4
37993,97.6,5,37993,,
37994,97.6,1,37994,101.75,1
37995,97.6|97.97|98.79,21|1|8,37995,101.75|102.11|102.68|103.18,3|2|7|18
37996,,,37996,,
37997,,,37997,,
37998,96.7|98.79|101.75|102.11|102.68|102.82,8|2|8|2|7|2,37998,96.7|103.18,8|21
37999,102.82,1,37999,103.18,1
38000,,,38000,,
38001,,,38001,,
38002,102.82|102.91,1|1,38002,103.18,2
38003,,,38003,,
38004,,,38004,,
38005,97.02,1,38005,97.02,1
38006,,,38006,,
38007,,,38007,,
38008,,,38008,,
38009,97.02,2,38009,97.02,2
38010,,,38010,,
38011,89.03|97.02|102.91|102.95|103.04|103.16|103.16|103.17,9|8|3|33|4|6|7|11,38011,89.03|97.02|103.18|103.18|103.19,9|8|6|3|55
38012,,,38012,,
38013,103.17|103.17,1|3,38013,103.19,4
38014,,,38014,,
38015,,,38015,,
38016,,,38016,,
38017,,,38017,,
38018,,,38018,,
38019,,,38019,,
38020,,,38020,,
38021,,,38021,,
38022,,,38022,94.68,1
38023,94.68,1,38023,,
38024,,,38024,,
38025,,,38025,,
38026,,,38026,,
38027,,,38027,,
38028,,,38028,,
38029,,,38029,,
38030,,,38030,,
38031,79.89,1,38031,79.89,1
38032,,,38032,,
38033,79.89|97.87|100.88|102.18,5|1|6|7,38033,79.89|97.87|100.88|102.18,5|1|6|7
38034,,,38034,,
38035,,,38035,,
38036,,,38036,,
38037,,,38037,,
38038,,,38038,,
38039,,,38039,,
38040,,,38040,,
38041,91.96|93.18,5|8,38041,91.96|93.18,5|8
38042,,,38042,,
38043,90.15,19,38043,90.15,19
38044,102.18|103.17|103.17,66|6|22,38044,102.18|103.19,66|28
38045,103.17,5,38045,103.19,5
38046,,,38046,,
38047,,,38047,,
38048,,,38048,,
38049,,,38049,90.89,9
38050,90.89|94.38,22|3,38050,90.89|94.38,13|3
38051,103.17,9,38051,103.19|103.2,4|5
38052,,,38052,,
38053,103.17|103.17|103.17|103.17,15|13|5|40,38053,103.2|103.2,51|22
38054,,,38054,,
38055,102.34|103.17|103.17,31|25|9,38055,102.34|103.2|103.2,31|32|2
38056,,,38056,,
38057,,,38057,,
38058,103.17|103.18,3|1,38058,103.2,4
38059,103.18|103.18|103.18,46|5|15,38059,103.2|103.2|103.21|103.21,2|36|4|24
38060,103.18,37,38060,103.21,37
38061,,,38061,,
38062,,,38062,,
38063,87.98,3,38063,87.98,3
38064,87.98,33,38064,87.98,33
38065,,,38065,,
38066,,,38066,,
38067,,,38067,,
38068,,,38068,,
38069,,,38069,,
38070,,,38070,,
38071,81.12,3,38071,81.12,3
38072,82.38|84.69|87.98,22|22|47,38072,82.38|84.69|87.98,22|22|47
38073,,,38073,,
38074,,,38074,,
38075,87.98,1,38075,87.98,1
38076,,,38076,,
38077,87.98,1,38077,87.98,1
38078,,,38078,,
38079,87.98|91.4,5|23,38079,,
38080,,,38080,87.98|91.4|95.62,5|28|51
38081,91.4|95.62,5|79,38081,,
38082,,,38082,95.62,46
38083,95.62|96.79,19|27,38083,95.62|96.79,1|27
38084,,,38084,,
38085,90.55,6,38085,90.55,6
38086,,,38086,,
38087,,,38087,,
38088,,,38088,,
38089,91.95,50,38089,91.95,50
38090,,,38090,,
38091,,,38091,,
38092,,,38092,,
38093,86.86,18,38093,86.86,18
38094,,,38094,,
38095,,,38095,,
38096,86.86,2,38096,86.86,2
38097,,,38097,,
38098,86.86,7,38098,86.86,7
38099,86.86,4,38099,86.86,4
38100,86.86,4,38100,86.86,4
38101,86.86,3,38101,86.86,3
38102,,,38102,,
38103,86.86,2,38103,86.86,2
38104,,,38104,,
38105,,,38105,,
38106,86.86|91.95|95.27,10|2|9,38106,86.86|91.95|95.27,10|2|9
38107,,,38107,,
38108,95.27,5,38108,95.27,5
38109,,,38109,,
38110,,,38110,,
38111,,,38111,85.48|95.27,4|80
38112,85.48|95.27,4|80,38112,,
38113,,,38113,,
38114,,,38114,,
38115,,,38115,,
38116,88.97,1,38116,88.97,9
38117,88.97,9,38117,88.97,1
38118,88.97|96.79,42|48,38118,88.97|96.79,42|48
38119,96.79,8,38119,96.79|98.42,13|8
38120,96.79|98.42,5|16,38120,98.42,8
38121,,,38121,,
38122,90.2|98.42|99.71,3|19|69,38122,90.2|98.42|99.71,3|19|69
38123,,,38123,,
38124,,,38124,,
38125,79.86,19,38125,79.86,19
38126,79.86,7,38126,79.86,7
38127,,,38127,,
38128,,,38128,,
38129,,,38129,,
38130,,,38130,,
38131,,,38131,,
38132,,,38132,,
38133,79.86,30,38133,79.86,30
38134,94.52,10,38134,94.52,10
38135,,,38135,,
38136,95.46|97.11,2|4,38136,95.46|97.11,2|4
38137,99.68|99.71|100.34|101.48|102.96,2|13|4|8|39,38137,99.68|99.71|100.34|101.48|102.96,2|13|4|8|39
38138,,,38138,,
38139,103.18,6,38139,103.21,6
38140,,,38140,,
38141,,,38141,,
38142,103.18,4,38142,103.21,4
38143,,,38143,,
38144,,,38144,,
38145,,,38145,,
38146,103.18,2,38146,103.21,2
38147,103.18|103.18|103.19,25|3|47,38147,103.21|103.21|103.21,31|1|43
38148,,,38148,,
38149,,,38149,,
38150,,,38150,,
38151,,,38151,,
38152,,,38152,,
38153,82.51,4,38153,82.51,4
38154,,,38154,,
38155,,,38155,,
38156,,,38156,,
38157,91.29,9,38157,91.29,9
38158,,,38158,,
38159,84.13,17,38159,84.13,17
38160,,,38160,,
38161,,,38161,,
38162,,,38162,,
38163,79.08,6,38163,79.08,6
38164,100.74,6,38164,100.74,6
38165,,,38165,,
38166,,,38166,,
38167,,,38167,,
38168,,,38168,,
38169,,,38169,,
38170,,,38170,,
38171,,,38171,,
38172,,,38172,,
38173,,,38173,,
38174,,,38174,,
38175,,,38175,99.4,13
38176,99.4,13,38176,,
38177,,,38177,,
38178,,,38178,,
38179,,,38179,,
38180,,,38180,,
38181,,,38181,,
38182,,,38182,,
38183,,,38183,,
38184,,,38184,,
38185,,,38185,,
38186,,,38186,,
38187,,,38187,,
38188,,,38188,,
38189,83.62,7,38189,83.62,7
38190,83.62,6,38190,83.62,6
38191,,,38191,,
38192,,,38192,,
38193,83.62,9,38193,83.62,9
38194,83.62|92.31,2|79,38194,83.62|92.31,2|79
38195,92.31|96.67|98.15,21|3|34,38195,92.31|96.67|98.15,21|3|34
38196,98.15,6,38196,98.15,6
38197,,,38197,,
38198,98.15|98.85|99.11,43|9|5,38198,98.15|98.85|99.11,43|9|5
38199,,,38199,,
38200,85.53|99.11|99.4,8|4|3,38200,85.53|99.11|99.4,8|4|3
38201,,,38201,,
38202,94.57,7,38202,94.57,7
38203,,,38203,,
38204,,,38204,,
38205,94.57|99.4,1|31,38205,94.57|99.4,1|31
38206,,,38206,,
38207,94.69|99.4|100.74|100.99|101.58|102.02,5|46|15|8|6|10,38207,,
38208,,,38208,,
38209,,,38209,89.79,9
38210,89.79,9,38210,89.79|94.69|99.4|100.74|100.99|101.58,1|5|46|15|8|1
38211,89.79|102.02|102.39|103.19|103.2,1|22|2|49|2,38211,101.58|102.02|102.39|103.21|103.21,5|32|2|47|4
38212,,,38212,,
38213,,,38213,,
38214,92.82|103.2,4|4,38214,92.82|103.21|103.21,4|3|1
38215,,,38215,,
38216,,,38216,85.27|103.21|103.22|103.22,4|9|9|41
38217,85.27,1,38217,103.22,31
38218,85.27|103.2|103.2,3|50|10,38218,,
38219,103.2,31,38219,,
38220,103.2,9,38220,103.22,9
38221,103.2,4,38221,103.22,4
38222,,,38222,,
38223,,,38223,,
38224,,,38224,,
38225,,,38225,,
38226,,,38226,,
38227,,,38227,,
38228,,,38228,,
38229,,,38229,,
38230,91.43,5,38230,91.43,5
38231,,,38231,,
38232,,,38232,,
38233,92.1|95.58,63|20,38233,92.1|95.58,63|20
38234,95.58,5,38234,95.58,5
38235,,,38235,,
38236,,,38236,,
38237,95.58,3,38237,95.58,3
38238,,,38238,,
38239,95.58,1,38239,,
38240,,,38240,,
38241,,,38241,88.2,4
38242,88.2,4,38242,88.2,1
38243,88.2,14,38243,88.2,14
38244,,,38244,,
38245,88.2,19,38245,88.2,19
38246,88.2|95.58|97.6|98.61|100.2|101.06|101.33,48|14|8|3|1|10|1,38246,88.2,47
38247,,,38247,95.58|97.6|98.61|100.2|101.06|101.33|103.22|103.23,15|8|3|1|10|8|5|35
38248,101.33|103.2|103.2|103.2,7|2|6|8,38248,103.23,23
38249,,,38249,,
38250,,,38250,,
38251,,,38251,,
38252,83.84,19,38252,83.84,19
38253,,,38253,,
38254,79.64,6,38254,79.64,6
38255,79.64|83.84,2|4,38255,79.64|83.84,2|4
38256,,,38256,,
38257,83.84,2,38257,83.84,2
38258,83.84,4,38258,83.84,4
38259,83.84,4,38259,83.84,4
38260,,,38260,,
38261,,,38261,,
38262,79.46|83.84,79|5,38262,79.46|83.84,79|5
38263,,,38263,,
38264,83.84,3,38264,83.84,3
38265,83.84,5,38265,83.84,5
38266,,,38266,,
38267,83.84,17,38267,83.84,17
38268,,,38268,,
38269,91.76|93.47,9|26,38269,91.76|93.47,9|26
38270,,,38270,,
38271,93.47|97.26|101.63,50|35|14,38271,,
38272,,,38272,,
38273,,,38273,93.47|97.26|101.63,50|35|14
38274,,,38274,,
38275,,,38275,,
38276,,,38276,,
38277,,,38277,,
38278,,,38278,,
38279,,,38279,,
38280,79.95|90.82,40|6,38280,79.95|90.82,40|6
38281,,,38281,,
38282,,,38282,,
38283,86.88,10,38283,,
38284,,,38284,,
38285,,,38285,84.63|94.69,10|68
38286,84.63|86.88|94.69,10|16|52,38286,,
38287,,,38287,87.97,4
38288,87.97,4,38288,87.97|94.69|95.71|96.84|101.13|101.63,6|21|5|29|2|16
38289,87.97|94.69|95.71|96.84|101.13,6|37|5|29|2,38289,101.63,5
38290,101.63,5,38290,,
38291,,,38291,,
38292,,,38292,101.63|102.01,10|4
38293,101.63,14,38293,,
38294,,,38294,,
38295,,,38295,,
38296,,,38296,86.37,7
38297,86.37,7,38297,,
38298,,,38298,,
38299,88.45,16,38299,86.88,16
38300,,,38300,,
38301,,,38301,,
38302,,,38302,,
38303,88.45|89.87,9|52,38303,,
38304,,,38304,86.88|88.45|89.87,10|25|20
38305,89.87|92.72,46|9,38305,89.87,61
38306,,,38306,,
38307,88.48|92.72,9|7,38307,88.48|89.87,9|7
38308,,,38308,,
38309,,,38309,,
38310,,,38310,,
38311,92.72,7,38311,89.87,7
38312,,,38312,,
38313,92.72|94.58,25|67,38313,89.87|92.72|94.58,3|48|41
38314,,,38314,,
38315,,,38315,,
38316,,,38316,,
38317,,,38317,,
38318,94.58,1,38318,94.58,1
38319,,,38319,,
38320,,,38320,,
38321,94.58,10,38321,94.58,10
38322,94.58,7,38322,94.58,7
38323,,,38323,,
38324,,,38324,,
38325,,,38325,,
38326,,,38326,,
38327,,,38327,,
38328,,,38328,,
38329,94.26,3,38329,94.26,3
38330,94.26|94.58|95.14|95.86|96.11|96.16|97.05,5|15|9|7|5|27|7,38330,94.26|94.58|95.14|95.86|96.11|96.16,5|41|9|7|5|8
38331,97.05,4,38331,96.16,4
38332,,,38332,,
38333,,,38333,,
38334,,,38334,,
38335,,,38335,,
38336,,,38336,,
38337,,,38337,,
38338,,,38338,87.67,49
38339,87.67,7,38339,87.67,7
38340,,,38340,,
38341,,,38341,,
38342,,,38342,,
38343,77.92,9,38343,77.92,9
38344,77.92,5,38344,77.92,5
38345,,,38345,,
38346,,,38346,,
38347,77.92|87.67,45|40,38347,77.92|87.67,45|40
38348,,,38348,,
38349,87.67|92.02|95.12|96.99|97.27,52|3|3|2|5,38349,87.67|92.02|95.12|96.16|96.99|97.05|97.27,3|3|3|15|2|11|28
38350,,,38350,,
38351,,,38351,,
38352,,,38352,,
38353,,,38353,,
38354,93.31,9,38354,93.31,9
38355,93.31,3,38355,93.31,3
38356,93.31|97.27,39|8,38356,93.31|97.27,39|8
38357,,,38357,,
38358,97.27,44,38358,97.27,44
38359,,,38359,,
38360,,,38360,,
38361,,,38361,,
38362,97.27,2,38362,97.27,2
38363,,,38363,,
38364,94.97|97.27|98.7|99.16,8|29|10|10,38364,94.97|97.27|98.7|99.16,8|6|10|33
38365,,,38365,,
38366,,,38366,,
38367,99.16|99.71|100.31|100.77,25|4|1|66,38367,,
38368,,,38368,,
38369,,,38369,89.41|99.16|99.71|100.31|100.77|101.02,2|2|4|1|85|2
38370,89.41|100.77,2|19,38370,,
38371,,,38371,,
38372,,,38372,,
38373,,,38373,,
38374,,,38374,,
38375,,,38375,,
38376,,,38376,,
38377,,,38377,,
38378,101.02|101.61,5|15,38378,101.02|101.61,3|17
38379,,,38379,,
38380,,,38380,,
38381,,,38381,,
38382,,,38382,,
38383,,,38383,,
38384,,,38384,,
38385,101.61|101.63,84|5,38385,101.61|102.01,82|7
38386,,,38386,,
38387,,,38387,,
38388,92.6,8,38388,92.6,8
38389,,,38389,,
38390,,,38390,,
38391,,,38391,,
38392,92.18,8,38392,92.18,8
38393,,,38393,,
38394,,,38394,,
38395,,,38395,,
38396,,,38396,92.6,4
38397,92.6,4,38397,,
38398,,,38398,,
38399,92.6|96.74,57|13,38399,92.6|102.01,57|26
38400,,,38400,,
38401,96.74|101.63|102.01,69|7|7,38401,,
38402,,,38402,,
38403,,,38403,,
38404,,,38404,,
38405,,,38405,,
38406,,,38406,,
38407,,,38407,,
38408,,,38408,,
38409,102.01|102.58|103.2|103.21|103.21,47|1|28|4|5,38409,96.74|102.01,82|3
38410,103.21|103.21,19|45,38410,102.01|102.58|103.23|103.23|103.23,14|1|14|21|14
38411,,,38411,,
38412,,,38412,,
38413,,,38413,,
38414,,,38414,,
38415,91.22,5,38415,91.22,5
38416,91.22,1,38416,91.22,1
38417,,,38417,,
38418,91.22|95.45,85|4,38418,91.22|95.45,85|4
38419,,,38419,,
38420,95.45,7,38420,95.45,7
38421,,,38421,,
38422,,,38422,,
38423,,,38423,,
38424,,,38424,,
38425,,,38425,,
38426,,,38426,,
38427,91.58|93.8,3|54,38427,91.58|93.8,3|54
38428,,,38428,,
38429,,,38429,,
38430,,,38430,,
38431,,,38431,,
38432,,,38432,,
38433,,,38433,92.47,5
38434,92.47,5,38434,,
38435,,,38435,,
38436,,,38436,,
38437,84.43,6,38437,84.43,6
38438,84.43,1,38438,84.43|92.47,3|4
38439,84.43|92.47,2|5,38439,92.47,1
38440,92.47,2,38440,92.47,2
38441,,,38441,,
38442,92.47|93.8,81|5,38442,92.47|93.8,81|5
38443,,,38443,,
38444,93.8|95.45,5|42,38444,93.8|95.45,5|42
38445,,,38445,,
38446,,,38446,,
38447,,,38447,,
38448,,,38448,,
38449,,,38449,,
38450,85.03,1,38450,85.03,1
38451,,,38451,,
38452,95.45,9,38452,95.45,9
38453,,,38453,,
38454,,,38454,,
38455,,,38455,,
38456,85.04,5,38456,85.04,5
38457,,,38457,,
38458,,,38458,,
38459,85.04|88.66,1|20,38459,85.04|88.66,1|20
38460,,,38460,,
38461,,,38461,,
38462,,,38462,,
38463,,,38463,,
38464,83.87,2,38464,83.87,2
38465,83.87|88.66|95.45,83|6|7,38465,83.87|88.66|95.45,83|6|7
38466,,,38466,,
38467,,,38467,,
38468,95.45|98.15,3|58,38468,95.45|98.15,3|58
38469,,,38469,,
38470,,,38470,,
38471,86.3,10,38471,86.3,10
38472,,,38472,,
38473,89.37,6,38473,89.37,6
38474,,,38474,,
38475,89.37,13,38475,89.37,13
38476,89.37,39,38476,89.37,39
38477,,,38477,,
38478,89.37|92.19,6|2,38478,89.37|92.19,6|2
38479,92.19,16,38479,92.19,16
38480,,,38480,,
38481,,,38481,,
38482,,,38482,,
38483,,,38483,,
38484,,,38484,,
38485,,,38485,,
38486,,,38486,,
38487,,,38487,,
38488,92.24|96.02|98.15|99.72|100.28|100.67|100.76,1|2|27|3|1|9|8,38488,92.24|96.02|98.15|99.72|100.28|100.67|100.76,1|2|27|3|1|9|8
38489,102.2,87,38489,102.2,87
38490,102.2|102.22|102.26,13|4|27,38490,102.2|102.22|102.26,13|4|27
38491,,,38491,,
38492,,,38492,,
38493,,,38493,,
38494,,,38494,,
38495,,,38495,,
38496,,,38496,98.94,5
38497,89.12,5,38497,,
38498,,,38498,,
38499,,,38499,,
38500,,,38500,,
38501,,,38501,,
38502,80.12,6,38502,80.12,6
38503,,,38503,,
38504,80.12,2,38504,80.12,2
38505,80.12,1,38505,80.12,1
38506,80.12,10,38506,80.12,10
38507,80.12,43,38507,80.12,43
38508,,,38508,,
38509,,,38509,,
38510,89.12,10,38510,89.12,10
38511,89.12|95.18,45|39,38511,89.12|95.18,50|34
38512,,,38512,,
38513,95.18,2,38513,95.18,2
38514,,,38514,,
38515,95.18,8,38515,95.18,8
38516,,,38516,,
38517,,,38517,,
38518,,,38518,,
38519,,,38519,,
38520,,,38520,,
38521,85.05|91.68|95.18|98.94,4|4|38|29,38521,85.05|91.68|95.18|98.94,4|4|43|24
38522,98.94|101.25|101.36|102.25,55|6|5|33,38522,98.94|101.25|101.36|102.25,55|6|5|33
38523,,,38523,,
38524,,,38524,,
38525,92.93,3,38525,92.93,3
38526,92.93|102.25,2|5,38526,92.93|102.25,2|5
38527,102.25|102.26|102.71,50|1|1,38527,,
38528,,,38528,,
38529,,,38529,102.25|102.26|102.71,50|1|1
38530,,,38530,,
38531,,,38531,,
38532,,,38532,,
38533,,,38533,98.94|103.23,2|20
38534,95.02|98.94|103.21,1|2|19,38534,,
38535,,,38535,95.02,1
38536,,,38536,,
38537,,,38537,,
38538,84.42,2,38538,,
38539,,,38539,,
38540,,,38540,,
38541,,,38541,,
38542,,,38542,,
38543,,,38543,,
38544,,,38544,,
38545,,,38545,,
38546,,,38546,,
38547,91.24|99.35|103|103.21|103.21|103.21,2|10|2|16|1|16,38547,84.42|91.24|99.35|103|103.23|103.23|103.23|103.24,2|2|10|2|10|4|8|9
38548,,,38548,,
38549,,,38549,,
38550,,,38550,,
38551,,,38551,,
38552,,,38552,,
38553,,,38553,,
38554,,,38554,,
38555,95.05,2,38555,95.05,2
38556,,,38556,,
38557,,,38557,,
38558,95.05,7,38558,95.05,7
38559,,,38559,,
38560,,,38560,95.05,40
38561,95.05|97.25,40|5,38561,100.49|103.24|103.25,8|23|19
38562,100.49|103.21,8|42,38562,,
38563,,,38563,,
38564,,,38564,,
38565,,,38565,,
